userName,score,at,content
Pengguna Google,2,2026-03-06 11:37:27,"akhir"" ini jadi susah dapet driver ngga tau kenapa padahal biasanya aman"" saja dan ngga ada masalah"
Pengguna Google,5,2026-03-06 11:29:59,sanagt membantu
Pengguna Google,5,2026-03-06 11:13:28,mantep
Pengguna Google,1,2026-03-06 11:10:16,"kalau pakai promo jarang banget ada driver yang mau pickup wkwkwk. telepon juga susah, suaranya putus-putus"
Pengguna Google,1,2026-03-06 11:06:26,"pas lagi nyari ojeknya malah ngga ada drivenya, terus pas udh dibatalin mala tiba² drivenya Dateng, ngga jelas banget aplikasinya, tolong perbaiki dong mitra gojek 🙏🏻🙏🏻"
Pengguna Google,5,2026-03-06 11:03:37,sangat bagus
Pengguna Google,1,2026-03-06 10:56:19,"kurirnya pada males,"
Pengguna Google,5,2026-03-06 10:54:43,Pelayanan Mantap
Pengguna Google,2,2026-03-06 10:53:43,yang murah ga pernah di ambil
Pengguna Google,5,2026-03-06 10:50:01,Aplikasi Mantap
Pengguna Google,5,2026-03-06 10:41:29,mantap
Pengguna Google,1,2026-03-06 10:41:10,"sudah 1 jam ga dapet driver GO-SEND titik jemput dimna, titik nyari driver dimana tolong lah telat saya di buat kalian ini"
Pengguna Google,5,2026-03-06 10:34:49,Aman
Pengguna Google,5,2026-03-06 10:28:30,Aplikasi cukup membantu
Pengguna Google,1,2026-03-06 10:16:31,"aplikasi jelek ga becus bgt, masa cari driver comfort aja harus nunggu bermenit menit, najiss"
Pengguna Google,1,2026-03-06 10:01:11,"lemot dtgnya,dibatalin trs"
Pengguna Google,5,2026-03-06 09:49:28,bagus
Pengguna Google,2,2026-03-06 09:46:10,aplikasi geje
Pengguna Google,5,2026-03-06 09:37:44,mantap
Pengguna Google,1,2026-03-06 09:37:33,okeeh
Pengguna Google,5,2026-03-06 09:36:46,mantap
Pengguna Google,1,2026-03-06 09:24:13,"pocket friendly, but driver not friendly. nearest driver even still not taking my order"
Pengguna Google,5,2026-03-06 09:15:47,sat set
Pengguna Google,5,2026-03-06 09:07:26,👍👍👍
Pengguna Google,5,2026-03-06 08:53:05,gojek sangat membantu mengantar kita di saat kita mau pergi kemana saja dengan mudah sampai ke tujuan
Pengguna Google,5,2026-03-06 08:42:55,ok
Pengguna Google,5,2026-03-06 08:28:03,djhosss
Pengguna Google,5,2026-03-06 08:27:07,Mantap dan amanah
Pengguna Google,1,2026-03-06 08:21:51,gak bisa scan qris dari telkomsel.
Pengguna Google,5,2026-03-06 08:15:52,Good
Pengguna Google,2,2026-03-06 08:12:50,"driver nya kayak gk butuh uang aja , nerima orderan tapi gk ada niatan jalan , lokasi surabaya"
Pengguna Google,1,2026-03-06 08:08:09,selalu lama Dan juga suka Minta pembayaran tigi pelayana ya juga sukam ramh juga Gak sopan Kalo saya lagi buru buru sesalu lama
Pengguna Google,2,2026-03-06 08:05:53,klo pagi susah bgt dpt driver nya
Pengguna Google,5,2026-03-06 07:55:58,sangat amat membantu ku terimakasih gojek
Pengguna Google,1,2026-03-06 07:55:01,"Jarang dan hampir tidak pernah mendapatkan voucher, padahal saya sering dan berlangganan gojek. Susah sekali mendapatkan driver"
Pengguna Google,2,2026-03-06 07:45:59,"ga jelas, ada driver yg deket kenapa harus yg jauh sih, sistem nya mempersulit aja"
Pengguna Google,1,2026-03-06 07:33:25,"UI buruk, sering ngebug, masa tombol "" accept "" buat ganti non tunai ke tunai hilang tombolnya, ya gimana cara ganti kalo kaya gitu ?. di zaman 2026 ni kesalahan kecil kek gitu bisa bikin orang ribet, percaya deh. sia2 transfer saldo ke gopay tapi gak bisa di pake 🤦🤦🤦. sama satu lagi, map saya pernah di ubah sama aplikasinya sendiri, jadi drivernya salah arah, kocak memang. biasanya aplikasi sering gitu, semakin banyak update dengan kemajuan kemajuan fitur, semakin bobrok bug nya, enjoy bro ✋"
Pengguna Google,1,2026-03-06 07:03:46,"layanan makin buruk, riwayat transaksi 95% bagus malah blokir transaksi gopaylater pelanggan.. padahal sudah bertahun tahun pake gopaylater tidak pernah ada cacat bayar. wajib revisi rating bintang 1, PINDAH toko OREN AJA GUYS,"
Pengguna Google,1,2026-03-06 07:02:30,tidak ber etika
Pengguna Google,5,2026-03-06 07:01:28,very good
Pengguna Google,1,2026-03-06 06:54:07,APK JELEK
Pengguna Google,5,2026-03-06 06:51:11,mantap
Pengguna Google,4,2026-03-06 06:46:58,bagus sih tapi drivernya gak pernah benar saya kecewa
Pengguna Google,1,2026-03-06 06:41:54,gojek kelamaan nyariin driver
Pengguna Google,1,2026-03-06 06:35:33,"Saya mau pergi ke rumah belajar, eh tau tau pas ketik alamatnya malah gak bisa di ketik, dan yang paling jengkel, ngak bisa ketik alamat yang seharusnya blok B2/56 eh cuman ada blok B2 doang lagi, jengkel. jadi kadang male pakenya nih app"
Pengguna Google,1,2026-03-06 06:20:34,aplikasi kadang eror lama dapet pengemudinya
Pengguna Google,5,2026-03-06 06:14:57,gojek ini ngebantu bangetttt dan harga nya juga terjangkau banget masih oke banget buat aku yang pelajar berangkat ke sekolah TERIMAKASIH GOJEK 💕💕
Pengguna Google,1,2026-03-06 06:12:42,giliran yg murah di batalin trs sama orng nyaa. itu juga rezeki kalii..... susah bngt pake apk iniii
Pengguna Google,5,2026-03-06 06:12:14,mempermudah perjalanan
Pengguna Google,1,2026-03-06 06:09:48,bintang ini akan menjadi 5 apabila ketika saya mengorder goride lalu dapet driver tercepat serta terdekat dari posisi kita. Karena saya selalu dapet driver jauh dan lama
Pengguna Google,5,2026-03-06 06:05:25,terima kasih banyak
Pengguna Google,1,2026-03-06 05:55:24,"gila aja nunggu driver 2jam gadapat"" keburu meninggal nunggu digojek"
Pengguna Google,1,2026-03-06 05:54:30,"Iklannya ganggu banget plissss. Tolong lah ya, setidaknya bikin iklan yang kalo kepencet ngga langsung buka aplikasi. Ini dikit dikit kebuka aplikasinya, ganggu banget. Aku uninstall apk ini dan beralih ke platform ojek lain gara gara iklannya ganggu 😏"
Pengguna Google,5,2026-03-06 05:32:01,Satset Gojek mantap!
Pengguna Google,5,2026-03-06 04:53:26,"sangat membantu sekali dimana saja aku berada, namun belum semua daerah terjangkau dengan aplikasi gojek, harapannya gojek bisa mengakompdir seluruh wilayah di Indonesia."
Pengguna Google,5,2026-03-06 04:42:36,menyenangkan
Pengguna Google,1,2026-03-06 04:41:52,Mesen makan buat sahur udah nunggu lama sekita 1 jam lewat lalu dibatalkan gitu saja
Pengguna Google,1,2026-03-06 04:33:55,"terlalu lama cari driver makanan di kragilan khususnya jam 4 waktu ramadhan dan situasi hujan, ntah pada mager jalan atau emang gk ada jas hujan. jadi tolong ya pihak gojek kasih jas hujan ke mitranya yg menggunakan sepeda roda 2 biar bisa kerja walaupun situasi hujan"
Pengguna Google,1,2026-03-06 04:19:56,"resto sakit jiwaaa, yg di order ayam , yg dikirim telorrr (AW AYAM IKAN BAKAR TEGAL) jl simomulyo 1 no 204"
Pengguna Google,1,2026-03-06 04:16:03,drivernya pada magerannn
Pengguna Google,1,2026-03-06 03:54:22,"ga bgt, driver pd sombong, gue ga pake promo aja msh di cancel ga jls. klo lg urgent gmn cb?"
Pengguna Google,5,2026-03-06 03:48:21,best
Pengguna Google,3,2026-03-06 03:21:04,"buat pihak gojek tolong tambahin fitur laporan buat driver yg batalin seenaknya..pengiriman telat terus ujung""nya driver batalin alhasil nunggu driver lain, tolong tambahin fitur laporan driver"
Pengguna Google,1,2026-03-06 02:39:37,"sekarang jadi males nambahin uang ke driver banyak yg ngelunjak, tarif 26ribu minta di tambahin udah dikasih 45 masih gak bersyukur, sekarang lebih baik bayar sesuai tarif,kapok gak mau ngelebihin lagi,banyak driver yg minta tambahin, bayar gak sesuai aplikasi kalo g di tambahin ngamuk2, contohnya barusan bapak2 ngotot minta tambahin, gak ikhlas sebenarnya jujur"
Pengguna Google,2,2026-03-06 02:31:08,"hei gojek. lu kalau mau pakai bintang iklan buat promo RAMADHAN tolong dengan sangat, jangan pakai artis yang sudah jelas track recordnya pernah skandal di dunia nsfw. yang bener aja dah. apa memang selera warga Indonesia serendah itu ?"
Pengguna Google,5,2026-03-06 02:12:16,Love it
Pengguna Google,5,2026-03-06 01:29:55,keren
Pengguna Google,1,2026-03-06 00:43:42,parah nih limit mau ngasih tip 100jt gak bisa
Pengguna Google,1,2026-03-06 00:25:27,"ampun dah driver nye.abis nerima trs d kensel sndrini ama drivernye. pas ad driver laen n d anterin. eh driver yg kensel td datang ke rumah.marah"". * gw jwb gini pak w td urgent emak w kritis d RS.. dan yg nge kemsel kan bapak*. trs Si driver. * ga bisa gitu mas kan saya udah sampe lokasi g mw tau saya harus ganti rugi bensin 45rb* *padah ane cek lokasinye td cm 1.4km dari lokasi gw. terpaksa tetangga gw suruh kasih 45rb br cepet pergi tu driver. heduh. mohon di disiplinkan ini merugikan."
Pengguna Google,5,2026-03-06 00:21:51,bagus bnyk promonya
Pengguna Google,5,2026-03-06 00:16:49,sangat membantu...
Pengguna Google,2,2026-03-05 23:13:52,lemot
Pengguna Google,1,2026-03-05 23:10:04,gofood nya selalu lama
Pengguna Google,5,2026-03-05 23:03:54,ok
Pengguna Google,1,2026-03-05 23:02:24,kecewa sama gojek area brebes kota kamis 5 maret 2026 jam 22.30 di saditan brebes pake motor ngebut jaket gojek. nabrak lari kucing sampe mati tidak tanggung jawab di tinggal begitu saja. satu gojek yg bermasalh semua kena maaf ya yg dulu saya aktif di gojek q unistal aplikasi gojek nya kecewa sama gojek
Pengguna Google,1,2026-03-05 22:42:17,"provider gak jelas !!, kenapa ga bisa koperatif jadi perusahaan, bikin kecewa pelanggan,, mau order dua minuman dan jarak ga terlalu jauh, tapi harus nunggu 1 jam lebih .,, makanya kalo potongan buat driver tuh jangan besar², jadi ga ada driver yg mau ambil !!.. kalo orang mau jahat pasti udah di acak² tuh system !!"
Pengguna Google,1,2026-03-05 22:32:59,sangat membantu
Pengguna Google,5,2026-03-05 22:30:47,sangat bagus
Pengguna Google,5,2026-03-05 22:14:21,ok
Pengguna Google,5,2026-03-05 22:08:49,driver nya ramah ...
Pengguna Google,2,2026-03-05 22:05:20,"kenapa selalu salah teknis mulu ya, selalu begitu!"
Pengguna Google,5,2026-03-05 21:17:05,apik
Pengguna Google,1,2026-03-05 21:15:54,driver banyak terdekat tapi susah dapet driver nya pelayanan sangat buruk
Pengguna Google,5,2026-03-05 21:00:45,top
Pengguna Google,5,2026-03-05 20:27:14,mudah dipakai dan promonya banyak banget
Pengguna Google,1,2026-03-05 20:26:36,"pas cek harga masih normal,pas udh pesen beda lagi harganya KOCAK"
Pengguna Google,1,2026-03-05 20:17:14,BHR kapan saya cair nih woii bnyak yg ga dpt nih
Pengguna Google,1,2026-03-05 20:06:50,"aplikasi aneh , order makanan dan makanan kosong , tapi mau cancel tidak bisa , harusnya kalau Uda jelas habis dan sudah konfirmasi harusnya bisa di cancel lah , driver sudah konfirmasi makanan kosong , resto juga Uda konfirmasi kosong , trus gak bisa cancel ? aneh"
Pengguna Google,5,2026-03-05 19:58:11,Aplikasinya bagus
Pengguna Google,4,2026-03-05 19:55:06,sangat membantu disaat gak bisa keluar rumah.
Pengguna Google,5,2026-03-05 19:46:45,Okeee bangettttt
Pengguna Google,5,2026-03-05 19:25:45,mantaps
Pengguna Google,5,2026-03-05 19:13:24,"cara mengemudi, berkomunikasi, pemilihan rute sikap bapak draver baik"
Pengguna Google,5,2026-03-05 19:09:03,mantap
Pengguna Google,5,2026-03-05 18:51:28,sangat membantu
Pengguna Google,3,2026-03-05 18:46:33,"plis ah gojek, kenapa kalau habis hujan bapuk bangettt! dapat driver jauh Mulu kalau habis hujan.. aneh, padahal di map driver depan mata ngapa driver jauh yg dapet.. ayolah perbaiki!"
Pengguna Google,5,2026-03-05 18:45:05,trimakasih
Pengguna Google,1,2026-03-05 18:13:23,banyak ganguan layanannya ga kayak yg sebelah GRAB
Pengguna Google,5,2026-03-05 18:11:36,oke
Pengguna Google,4,2026-03-05 18:03:26,semakin mudah dalam melakukan pemesanan
Pengguna Google,5,2026-03-05 17:53:19,tdk pernah mengecewakan
Pengguna Google,1,2026-03-05 17:44:30,dapet driver jauh terus sering di cancel giliran nunggu dapet nya lama lagi aneh bgt
Pengguna Google,5,2026-03-05 17:40:28,mantap
Pengguna Google,5,2026-03-05 17:39:07,good
Pengguna Google,5,2026-03-05 17:36:10,bagus
Pengguna Google,1,2026-03-05 17:35:40,bilangnya driver banyak dan profesional order berkali kali gak ada yg masuk driver ( tidak ada yg ambil ) padahal bolak balik depan rumah ada banyak... dan sedang menunggu orderan. yang salah siapa nih? aplikasi yg gak becus apa driver yg menolak tawaran?.. sungguh kecewa sama gojek
Pengguna Google,3,2026-03-05 17:35:04,"hampir setiap versi selalu bug. bugnya sama pula. kurang lebih sejak Maret 2025 saya ganti dari iPhone ke android, saya kira bug di iPhone bakal ga ada di android. sama saja ternyata. sampai sekarang bugnya sama. bug : ada bug kalau mau bayar pakai gopay selalu muter muter minta pin atau verifikasi biometrik (sidik jari dan face id). gara gara ini saya harus bayar cod atau cash. meskipun ga selalu, tapi sering ini kejadian."
Pengguna Google,5,2026-03-05 17:33:35,Jos
Pengguna Google,5,2026-03-05 17:28:34,keren
Pengguna Google,1,2026-03-05 17:13:40,"driver nya udh pada kaya kali yaa, tiap jam jam mau magrib kena cancel trus udah gitu dpt nya jauh jauh trus, kocak hanya karena puasa profesionalitas di abaikan shame on you gojek!!!"
Pengguna Google,3,2026-03-05 17:09:35,"Susah banget dapa driver padahal banyak yang dekat, apa karena pake yang pilihan Hemat? kalau sampai 1 jam gak dapat-dapat hilangin aja fiturnya."
Pengguna Google,5,2026-03-05 17:03:59,"tolonglah driver gojek, jgn susah buat terima orderan kita. Ramadhan kita butuh kalian utk pulang cepat, hiks. semenjak ada yg hemat itu para driver sama sekali gamau nungguin kita"
Pengguna Google,1,2026-03-05 16:50:12,lamaa kurir nya banyak a i u trs nambah waktu mulu nyebelin
Pengguna Google,5,2026-03-05 16:29:58,cepat
Pengguna Google,2,2026-03-05 16:29:12,"hapus aj tarif hemat ga guna nyusahin castamer doang.. kasian juga drivernya dapat ny yg jauh2,kalo ujung2 di cansel!!"
Pengguna Google,5,2026-03-05 16:20:44,mantap
Pengguna Google,5,2026-03-05 16:17:43,semoga terus dapat dipertahankan & lebih baik ke depannya
Pengguna Google,5,2026-03-05 16:13:23,ok
Pengguna Google,5,2026-03-05 16:04:02,mantap
Pengguna Google,5,2026-03-05 16:03:42,Ok
Pengguna Google,5,2026-03-05 16:02:24,"pakai gojek nyaman simpel cepat , good job"
Pengguna Google,5,2026-03-05 15:55:49,Kirim pesan antar kota menjadi lebih mudah karna Abang gojeknya sabarrr dan baik. Terimakasih
Pengguna Google,3,2026-03-05 15:47:26,"ini gimana sih sistem gojeknya,orang mau ganti data nomor gak bisa bisa trus,nyari nomor csnya juga susah banget tolong bantuannya doang"
Pengguna Google,5,2026-03-05 15:45:48,sangat bermanfaat dan membantu
Pengguna Google,3,2026-03-05 15:43:36,"dulu pertama2 sih enak,lama2 kelamaan,drivernya pilih2 min.tolong di d perbaiki lagi.mohon d perhatikan."
Pengguna Google,1,2026-03-05 15:33:52,sumpah ribet bgt mau pesen obat ga ada di aplikasi. harus download beda aplikasi. ya ampun hari gini masih suka yg ribet2. PAYAH.
Pengguna Google,5,2026-03-05 15:14:08,mantap
Pengguna Google,2,2026-03-05 15:09:32,"makin sini makin ga jelas tiap pesen go food tiba2 aja internet gangguan,padahal kalo.pesan apk sebelah aman2 aja banyak bgt gangguannya banyak problem parah"
Pengguna Google,2,2026-03-05 15:08:07,"jelek jelek aplikasi ini. pesan gojek lama banget yang murah plus pakai voucher, kalo ga pakai voucher yang goride harga mahal dpt. bulan puasa cari gara-gara"
Pengguna Google,5,2026-03-05 14:54:32,good
Pengguna Google,5,2026-03-05 14:50:36,nice application
Pengguna Google,3,2026-03-05 14:43:25,"Awalnya saya suka & nyaman dengan fitur responsif, cepat dan modern. Tapi hmm, untuk fitur Gopinjam situ yang menawarkan limit, ya saya pinjam tapi mon maap bgttt karena faktor telat sampe sehari terror nya ya ampunn kek buronan aku 😭 .. TIM DC nya ngeriii ternyata."
Pengguna Google,4,2026-03-05 14:42:53,ya bagus bayk diskon
Pengguna Google,5,2026-03-05 14:28:10,Tambahin metode pembayaran Food lewat VA
Pengguna Google,3,2026-03-05 14:15:56,kenapa sekarang tidak bisa gofood di tempat saya dulu bisa daerah cinta garut
Pengguna Google,5,2026-03-05 14:12:00,sejak ada gojek saya pergi ke mna2 emang gampang
Pengguna Google,5,2026-03-05 13:54:01,cepat dan sangat ngebantu
Pengguna Google,5,2026-03-05 13:50:10,sangat memuaskan
Pengguna Google,5,2026-03-05 13:34:45,Bagus
Pengguna Google,5,2026-03-05 13:32:12,apk sgt mmbantu
Pengguna Google,5,2026-03-05 13:30:18,amanah sesuai dengan harapan pengguna jasa
Pengguna Google,5,2026-03-05 13:27:30,semua bagus
Pengguna Google,1,2026-03-05 13:17:28,pesen gojek pakai promo ditolak berkali2.. padahal promonya juga gak murah2 amat.. anak saya jadi nunggu lama.
Pengguna Google,3,2026-03-05 12:59:19,bagus tapi lama.
Pengguna Google,5,2026-03-05 12:55:34,"bagus, untuk mokel"
Pengguna Google,1,2026-03-05 12:53:53,"gojeg sekarang susah dapat driver, pesan gocar, gofood sama aja harus nunggu sampe berjam jam"
Pengguna Google,1,2026-03-05 12:48:21,"3x mesen, udah dapet driver dan udah nunggu 20 menitan. tiba tiba dibatalin sistem mulu. kasihan resto sama drivernya astaga."
Pengguna Google,5,2026-03-05 12:32:05,mantul
Pengguna Google,4,2026-03-05 12:17:53,Oke
Pengguna Google,1,2026-03-05 11:59:24,"APLIKASI GA BERGUNA, NYARI DRIVER JAUH SEMUA, TIBA TIBA HARGA MELONJAK SENDIRI !!!!"
Pengguna Google,5,2026-03-05 11:49:27,mantap
Pengguna Google,1,2026-03-05 11:43:18,paket saya gak dikirim kirim gimana ni dari greb nya dibatalin Mulu lagi
Pengguna Google,4,2026-03-05 11:23:05,tolong di permudah lagi dalam menyematkan alamat pengambilan
Pengguna Google,5,2026-03-05 11:18:37,ok
Pengguna Google,5,2026-03-05 11:13:15,mantap
Pengguna Google,5,2026-03-05 11:11:36,mantap
Pengguna Google,5,2026-03-05 10:55:31,Selalu dimudahkan
Pengguna Google,5,2026-03-05 10:55:13,terbantu bgt si make ini..
Pengguna Google,5,2026-03-05 10:50:44,bagus
Pengguna Google,4,2026-03-05 10:45:33,agak mahal dikit sih
Pengguna Google,5,2026-03-05 10:32:15,oke
Pengguna Google,5,2026-03-05 10:18:45,good
Pengguna Google,1,2026-03-05 09:49:03,pengalaman kurang baik ketika order makanan tidak sampai. tidak ada respon cepat dari gojek.
Pengguna Google,5,2026-03-05 09:37:00,sangat membantu
Pengguna Google,5,2026-03-05 09:33:49,banyak banget promonyaaaaa..
Pengguna Google,5,2026-03-05 09:19:10,mantap
Pengguna Google,5,2026-03-05 09:05:06,"gojek, cepat, murah aman dan drivernya sangat ramah"
Pengguna Google,5,2026-03-05 08:50:03,bagus
Pengguna Google,5,2026-03-05 08:47:05,😍 sangat membantu
Pengguna Google,5,2026-03-05 08:46:43,Walaupun saya jauh di luar kota tapi gojek ini bisa membantu saya untuk mengantar ibu yang akan bepergian dari rumah ke tempat tujuannya. Haturnuhun gojek 🤟🏾
Pengguna Google,1,2026-03-05 08:44:02,"customer service atau bantuan sulit diakses. pindah akun ke HP baru, malah dibekukan. coba hapus akun, dan buat baru, malah rekening lama masih nyangkut di akun lama, aneh, padahal sudah dihapus dan dibuat ulang"
Pengguna Google,5,2026-03-05 08:42:08,"pengemudi ramah, sabar, good rider"
Pengguna Google,5,2026-03-05 08:39:05,sangat menunjang sekali buat saya karna saya tidak puny kendaraan
Pengguna Google,5,2026-03-05 08:31:44,penjemputannya sesuai dan tepat
Pengguna Google,1,2026-03-05 08:13:46,"Bikin telat terus driver motornya,, suka jauh dan ga mau jalan"
Pengguna Google,1,2026-03-05 07:51:36,jangan kasih pilihan tarif hemat kalo driver jarang ada yg mau ambil orderan hemat
Pengguna Google,1,2026-03-05 07:51:27,nyari driver mirip nyari harta jaman purba langka. dan pd minta offline bayar 2x lipat parah
Pengguna Google,5,2026-03-05 07:50:57,tepat waktu dan ramah
Pengguna Google,5,2026-03-05 07:50:53,"penyelamat waktu2 mendesak berngkat ngantor,,, 😇"
Pengguna Google,5,2026-03-05 07:39:46,Makin baikkkk & lebih baikkk ❤️❤️❤️
Pengguna Google,5,2026-03-05 07:36:18,sangat baik
Pengguna Google,5,2026-03-05 07:36:09,ok banget
Pengguna Google,5,2026-03-05 07:33:55,"sangat berguna dan bermanfaat, terimakasih sudah mempermudah 🙏🏻"
Pengguna Google,1,2026-03-05 07:33:28,saya hampir setiap hari cek gojeg kok harganya 2 x lipat dari grab bike ya? kenaoa gojeg kok mahal?
Pengguna Google,5,2026-03-05 07:26:56,good
Pengguna Google,5,2026-03-05 07:20:04,trm kasih drive-nya baik
Pengguna Google,3,2026-03-05 07:15:16,"saya pengguna gojek, cuman mau bilang aja, seharusnya makin kesini makin di tingkatkan, akhir akhir ini gojek sangat kacau, order nya dapet driver lama dan jauh bgt, kasihan driver nya dong dan sy menunggu juga smkin lama, di aplikasi PDA waktu mencari driver kan ada yg Deket bnyk, kenapa di kasihnya yg jauh bgt, tolong di perbaiki ya"
Pengguna Google,1,2026-03-05 07:14:14,"Drivernya Kayak Taiq, Banyak Alasannya Anakku Udh Telat Masuk sekolah Seminggu, katanya alasan motore mogok, knp ngk diberi motor Khusus driver Sih???"
Pengguna Google,5,2026-03-05 07:02:52,murahhhhhhh
Pengguna Google,1,2026-03-05 06:43:08,"selalu dapat yang jauh-jauh, padahal driver yang dekat ada. Saya kadang selalu telat karena hal itu😮‍💨"
Pengguna Google,3,2026-03-05 06:17:50,sekarang paket hemat gojek pada ga pernah pada mau ngambil....percuma
Pengguna Google,5,2026-03-05 05:53:10,mantap 🙏🙏🙏
Pengguna Google,1,2026-03-05 05:44:14,nih gojek bbnr bnr kelewatan proses pngemblian dana smpe 1 bulan blm di proess juga dkarywan makan gaji buta kali ya pihak mercant sudah setuju pngembalian dana woiii tollol knpa smpe 1 bbulan gini blm balik saldo saya kerja apa enggk itu admin admin nya!!!!!
Pengguna Google,4,2026-03-05 04:36:12,oke si. tpi kenapa gojek suka ambil driver yg jauh padahal yg sekitar dekat ada. jadi merugikan konsumen dan driver karena jarak mauoin durability
Pengguna Google,4,2026-03-05 04:05:44,ok baik
Pengguna Google,1,2026-03-05 00:58:28,Pelayanan yang lambat udah 1 jam lebih nungguin driver gak dapat laporan ke cs GK ada responnya lambat
Pengguna Google,5,2026-03-05 00:30:06,ok
Pengguna Google,5,2026-03-05 00:22:36,"sbnr nya ngebantu bgt,,tp bnyak fitur yg g jls skrg..masa tiba2 di tagih uang parkir,pdhl cm drop..g ada 5 menit.pas pengen isi gopay,udh ngepas ngisi nya malah ada tagihan yg g jls itu..jd bolak balik ngisi gopay..mnding di ilangin aja deh fitur nya"
Pengguna Google,1,2026-03-04 23:52:06,"gak jelas banyak driver yang pake tuyul atau mod di apk waktu 2 menit tapi sudah nunggu 10 menit padahal udah pake gojek comfort yang 100 rb an, saya dapat driver yang ke 5 kalinya itu posisi dekat tapi pas di telp 1 kali gak di angkat lalu telp 2 kali di angkat bilang nya posisi driver berbeda yang ada di apk"
Pengguna Google,5,2026-03-04 23:48:57,banyak pilihan dan mudah
Pengguna Google,5,2026-03-04 23:25:28,"Aku kagum banget dengan aplikasi online yang bisa ngapain aja! kayak mau pesen makanan bisa, berpergian, pesan barang, dan masih banyak lagi dehh... kayak wahh patut bintang 5"
Pengguna Google,5,2026-03-04 23:16:00,"semangat, good job"
Pengguna Google,5,2026-03-04 23:10:02,good
Pengguna Google,1,2026-03-04 22:46:23,aplikasi gak jelas pembeli mau batalin pesanan gk bisa....dengan alasan apapun....akhirnya banyak bikin pembeli sama driver rugi semua coba di reset ulang kayak sistemnya yang dulu mohon pengertiannya 🙏🙏😔😠
Pengguna Google,5,2026-03-04 22:30:06,good
Pengguna Google,3,2026-03-04 22:22:48,"saya pesan makanan jam setengah 6 nyampainya jam setengah 8. disitu ga bsa di cancel juga jadi saya tinggalin saja karena biasnya di cancel otomatis sama pihak resto. eh tau²nya udah dianterin makanannya tpi saya ketiduran. saldo saya tidak kembali, makanan saya tidak tahu diletakkan dimana.😃"
Pengguna Google,5,2026-03-04 21:49:15,Bagus Dan Membantu
Pengguna Google,5,2026-03-04 21:26:26,memudahkan.
Pengguna Google,1,2026-03-04 21:21:44,"bug, selalu restart ke menu awal"
Pengguna Google,1,2026-03-04 21:18:24,Sangat-sangat Buruk
Pengguna Google,5,2026-03-04 21:08:05,oke mantap
Pengguna Google,5,2026-03-04 20:52:08,"cepat,ramah, pakai atribut gojek"
Pengguna Google,5,2026-03-04 20:47:43,oke
Pengguna Google,5,2026-03-04 20:37:12,bagus
Pengguna Google,5,2026-03-04 20:33:06,Jadi andalan utk transport dan food
Pengguna Google,5,2026-03-04 20:27:55,cakep
Pengguna Google,2,2026-03-04 20:26:28,"selalu langganan si pake gojek tapi knpa akhir-akhir ini dapet drivernya jauh2.mana kalau hujan suka naik banget harganya,trus lama buat dapet drivernya.padahal suka banget Lo pake gojek.tolong dong diperbaiki 🙏"
Pengguna Google,5,2026-03-04 20:17:01,👍🏻👍🏻👍🏻👍🏻👍🏻
Pengguna Google,5,2026-03-04 19:59:16,"sangat membantu, terima kasih. aplikasi ini keren banget.. aku sering pakai.."
Pengguna Google,5,2026-03-04 19:56:09,"ngebantu banget,sering ada diskon"
Pengguna Google,5,2026-03-04 19:42:39,"Semoga Gojek makin berjaya lagi, respek buat aplikasi gojek mantap untuk pelayanan nya"
Pengguna Google,2,2026-03-04 19:31:31,lama dalam mencari driver
Pengguna Google,5,2026-03-04 19:30:07,sangat membantu sekali
Pengguna Google,5,2026-03-04 19:03:20,"gojek gimana sih kenapa akhir"" ini aku susah banget dapet nya apalagi hari ini aku lagi berantem sama orang rumah aku pengen pergi nenangin diri malah keburu aku dibentak karna keburu ketemu orangnya, ayolah gojek jangan buat aku tambah nangis diperbaiki ya"
Pengguna Google,5,2026-03-04 19:02:59,ok
Pengguna Google,1,2026-03-04 18:58:56,lama banget kalo pesen gofood
Pengguna Google,5,2026-03-04 18:51:37,ok bgt
Pengguna Google,5,2026-03-04 18:49:17,good job.
Pengguna Google,5,2026-03-04 18:45:09,mantap
Pengguna Google,5,2026-03-04 18:29:42,mudah kemana saja
Pengguna Google,4,2026-03-04 18:25:37,Perlu lebih semangat melayani dan upgrade
Pengguna Google,5,2026-03-04 18:10:36,good
Pengguna Google,5,2026-03-04 18:09:24,👍👍👍membantu
Pengguna Google,5,2026-03-04 18:03:41,Alhamdulillah sll dapat pelayanan baik
Pengguna Google,1,2026-03-04 17:48:02,"tolong aktifkan lagi fitur pelanggan bisa cancel orderan, saya sudah menunggu 1 jam pesanan gofood tidak dapat driver sampai ga jadi pesan ujungnya, payah"
Pengguna Google,1,2026-03-04 17:45:35,"mengecewakan, kelamaan nyari driver keburu buka puasa...mana gak bisa dibatalin 😞"
Pengguna Google,1,2026-03-04 17:35:44,Tidak bisa lagi mengajukan di gopay pinjam. sementara pinjaman sebelumnya selalu lancar
Pengguna Google,5,2026-03-04 17:30:24,memuaskan
Pengguna Google,1,2026-03-04 17:28:05,drivernya banyak2 gaya
Pengguna Google,5,2026-03-04 17:27:26,bagus lah sukaa
